"id"	"gene"	"description"
"R-DRE-1236978"	"PSMD5"	"Cross-presentation of soluble exogenous antigens (endosomes)"
"R-DRE-174084"	"PSMD5"	"Autodegradation of Cdh1 by Cdh1:APC/C"
"R-DRE-174154"	"PSMD5"	"APC/C:Cdc20 mediated degradation of Securin"
"R-DRE-174178"	"PSMD5"	"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"
"R-DRE-174184"	"PSMD5"	"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"
"R-DRE-187577"	"PSMD5"	"SCF(Skp2)-mediated degradation of p27/p21"
"R-DRE-195253"	"PSMD5"	"Degradation of beta-catenin by the destruction complex"
"R-DRE-2467813"	"PSMD5"	"Separation of Sister Chromatids"
"R-DRE-349425"	"PSMD5"	"Autodegradation of the E3 ubiquitin ligase COP1"
"R-DRE-350562"	"PSMD5"	"Regulation of ornithine decarboxylase (ODC)"
"R-DRE-382556"	"PSMD5"	"ABC-family proteins mediated transport"
"R-DRE-450408"	"PSMD5"	"AUF1 (hnRNP D0) binds and destabilizes mRNA"
"R-DRE-4608870"	"PSMD5"	"Asymmetric localization of PCP proteins"
"R-DRE-4641257"	"PSMD5"	"Degradation of AXIN"
"R-DRE-4641258"	"PSMD5"	"Degradation of DVL"
"R-DRE-5358346"	"PSMD5"	"Hedgehog ligand biogenesis"
"R-DRE-5607761"	"PSMD5"	"Dectin-1 mediated noncanonical NF-kB signaling"
"R-DRE-5610780"	"PSMD5"	"Degradation of GLI1 by the proteasome"
"R-DRE-5610785"	"PSMD5"	"GLI3 is processed to GLI3R by the proteasome"
"R-DRE-5632684"	"PSMD5"	"Hedgehog 'on' state"
"R-DRE-5658442"	"PSMD5"	"Regulation of RAS by GAPs"
"R-DRE-5668541"	"PSMD5"	"TNFR2 non-canonical NF-kB pathway"
"R-DRE-5676590"	"PSMD5"	"NIK-->noncanonical NF-kB signaling"
"R-DRE-5687128"	"PSMD5"	"MAPK6/MAPK4 signaling"
"R-DRE-5689603"	"PSMD5"	"UCH proteinases"
"R-DRE-5689880"	"PSMD5"	"Ub-specific processing proteases"
"R-DRE-68827"	"PSMD5"	"CDT1 association with the CDC6:ORC:origin complex"
"R-DRE-68949"	"PSMD5"	"Orc1 removal from chromatin"
"R-DRE-69017"	"PSMD5"	"CDK-mediated phosphorylation and removal of Cdc6"
"R-DRE-69481"	"PSMD5"	"G2/M Checkpoints"
"R-DRE-69601"	"PSMD5"	"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"
"R-DRE-75815"	"PSMD5"	"Ubiquitin-dependent degradation of Cyclin D"
"R-DRE-8852276"	"PSMD5"	"The role of GTSE1 in G2/M progression after G2 checkpoint"
"R-DRE-8854050"	"PSMD5"	"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis"
"R-DRE-8932339"	"PSMD5"	"ROS sensing by NFE2L2"
"R-DRE-8939236"	"PSMD5"	"RUNX1 regulates transcription of genes involved in differentiation of HSCs"
"R-DRE-8939902"	"PSMD5"	"Regulation of RUNX2 expression and activity"
"R-DRE-8941858"	"PSMD5"	"Regulation of RUNX3 expression and activity"
"R-DRE-8948751"	"PSMD5"	"Regulation of PTEN stability and activity"
"R-DRE-8951664"	"PSMD5"	"Neddylation"
"R-DRE-983168"	"PSMD5"	"Antigen processing: Ubiquitination & Proteasome degradation"
"R-DRE-70263"	"SLC25A12"	"Gluconeogenesis"
"R-DRE-8963693"	"SLC25A12"	"Aspartate and asparagine metabolism"
"R-DRE-611105"	"UQCRQ"	"Respiratory electron transport"
"R-DRE-674695"	"GTF2E2"	"RNA Polymerase II Pre-transcription Events"
"R-DRE-6807505"	"GTF2E2"	"RNA polymerase II transcribes snRNA genes"
"R-DRE-73776"	"GTF2E2"	"RNA Polymerase II Promoter Escape"
"R-DRE-73779"	"GTF2E2"	"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"R-DRE-75953"	"GTF2E2"	"RNA Polymerase II Transcription Initiation"
"R-DRE-76042"	"GTF2E2"	"RNA Polymerase II Transcription Initiation And Promoter Clearance"
"R-DRE-212436"	"MED23"	"Generic Transcription Pathway"
"R-DRE-72163"	"RBM5"	"mRNA Splicing - Major Pathway"
"R-DRE-8877330"	"CBFB"	"RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)"
"R-DRE-8878166"	"CBFB"	"Transcriptional regulation by RUNX2"
"R-DRE-8931987"	"CBFB"	"RUNX1 regulates estrogen receptor mediated transcription"
"R-DRE-8934593"	"CBFB"	"Regulation of RUNX1 Expression and Activity"
"R-DRE-8936459"	"CBFB"	"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function"
"R-DRE-8939236"	"CBFB"	"RUNX1 regulates transcription of genes involved in differentiation of HSCs"
"R-DRE-8939243"	"CBFB"	"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known"
"R-DRE-8939245"	"CBFB"	"RUNX1 regulates transcription of genes involved in BCR signaling"
"R-DRE-8939246"	"CBFB"	"RUNX1 regulates transcription of genes involved in differentiation of myeloid cells"
"R-DRE-8939247"	"CBFB"	"RUNX1 regulates transcription of genes involved in interleukin signaling"
"R-DRE-8941326"	"CBFB"	"RUNX2 regulates bone development"
"R-DRE-8941858"	"CBFB"	"Regulation of RUNX3 expression and activity"
"R-DRE-8951936"	"CBFB"	"RUNX3 regulates p14-ARF"
"R-DRE-9018519"	"CBFB"	"Estrogen-dependent gene expression"
"R-DRE-1296041"	"GNB1B"	"Activation of G protein gated Potassium channels"
"R-DRE-202040"	"GNB1B"	"G-protein activation"
"R-DRE-2485179"	"GNB1B"	"Activation of the phototransduction cascade"
"R-DRE-381676"	"GNB1B"	"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"
"R-DRE-381753"	"GNB1B"	"Olfactory Signaling Pathway"
"R-DRE-381771"	"GNB1B"	"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)"
"R-DRE-392170"	"GNB1B"	"ADP signalling through P2Y purinoceptor 12"
"R-DRE-392451"	"GNB1B"	"G beta:gamma signalling through PI3Kgamma"
"R-DRE-392851"	"GNB1B"	"Prostacyclin signalling through prostacyclin receptor"
"R-DRE-400042"	"GNB1B"	"Adrenaline,noradrenaline inhibits insulin secretion"
"R-DRE-4086398"	"GNB1B"	"Ca2+ pathway"
"R-DRE-416476"	"GNB1B"	"G alpha (q) signalling events"
"R-DRE-416482"	"GNB1B"	"G alpha (12/13) signalling events"
"R-DRE-418217"	"GNB1B"	"G beta:gamma signalling through PLC beta"
"R-DRE-418555"	"GNB1B"	"G alpha (s) signalling events"
"R-DRE-418592"	"GNB1B"	"ADP signalling through P2Y purinoceptor 1"
"R-DRE-418594"	"GNB1B"	"G alpha (i) signalling events"
"R-DRE-418597"	"GNB1B"	"G alpha (z) signalling events"
"R-DRE-420092"	"GNB1B"	"Glucagon-type ligand receptors"
"R-DRE-428930"	"GNB1B"	"Thromboxane signalling through TP receptor"
"R-DRE-432040"	"GNB1B"	"Vasopressin regulates renal water homeostasis via Aquaporins"
"R-DRE-456926"	"GNB1B"	"Thrombin signalling through proteinase activated receptors (PARs)"
"R-DRE-500657"	"GNB1B"	"Presynaptic function of Kainate receptors"
"R-DRE-6814122"	"GNB1B"	"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding"
"R-DRE-8964315"	"GNB1B"	"G beta:gamma signalling through BTK"
"R-DRE-8964616"	"GNB1B"	"G beta:gamma signalling through CDC42"
"R-DRE-9009391"	"GNB1B"	"Extra-nuclear estrogen signaling"
"R-DRE-997272"	"GNB1B"	"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"
"R-DRE-429947"	"CNOT2"	"Deadenylation of mRNA"
"R-DRE-6804115"	"CNOT2"	"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain"
"R-DRE-6807505"	"SSU72"	"RNA polymerase II transcribes snRNA genes"
"R-DRE-3214841"	"WHSC1L1"	"PKMTs methylate histone lysines"
"R-DRE-5357905"	"SPPL2"	"Regulation of TNFR1 signaling"
"R-DRE-674695"	"TAF15"	"RNA Polymerase II Pre-transcription Events"
"R-DRE-6804756"	"TAF15"	"Regulation of TP53 Activity through Phosphorylation"
"R-DRE-73776"	"TAF15"	"RNA Polymerase II Promoter Escape"
"R-DRE-73779"	"TAF15"	"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"R-DRE-75953"	"TAF15"	"RNA Polymerase II Transcription Initiation"
"R-DRE-76042"	"TAF15"	"RNA Polymerase II Transcription Initiation And Promoter Clearance"
"R-DRE-430039"	"PATL1"	"mRNA decay by 5' to 3' exoribonuclease"
"R-DRE-8951664"	"DCUN1D1"	"Neddylation"
"R-DRE-428542"	"ROBO3"	"Regulation of commissural axon pathfinding by SLIT and ROBO"
"R-DRE-8963693"	"ASPG"	"Aspartate and asparagine metabolism"
"R-DRE-1268020"	"ATP5G1"	"Mitochondrial protein import"
"R-DRE-163210"	"ATP5G1"	"Formation of ATP by chemiosmotic coupling"
"R-DRE-8949613"	"ATP5G1"	"Cristae formation"
"R-DRE-3232118"	"TFAP2C"	"SUMOylation of transcription factors"
"R-DRE-8866904"	"TFAP2C"	"Negative regulation of activity of TFAP2 (AP-2) family transcription factors"
"R-DRE-8866907"	"TFAP2C"	"Activation of the TFAP2 (AP-2) family of transcription factors"
"R-DRE-8866911"	"TFAP2C"	"TFAP2 (AP-2) family regulates transcription of cell cycle factors"
"R-DRE-159236"	"SRSF1B"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"
"R-DRE-72163"	"SRSF1B"	"mRNA Splicing - Major Pathway"
"R-DRE-72165"	"SRSF1B"	"mRNA Splicing - Minor Pathway"
"R-DRE-72187"	"SRSF1B"	"mRNA 3'-end processing"
"R-DRE-381426"	"GOLM1"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"
"R-DRE-8957275"	"GOLM1"	"Post-translational protein phosphorylation"
"R-DRE-674695"	"MLLT3"	"RNA Polymerase II Pre-transcription Events"
"R-DRE-75955"	"MLLT3"	"RNA Polymerase II Transcription Elongation"
"R-DRE-8980692"	"ARHGAP32B"	"RHOA GTPase cycle"
"R-DRE-9013106"	"ARHGAP32B"	"RHOC GTPase cycle"
"R-DRE-9013148"	"ARHGAP32B"	"CDC42 GTPase cycle"
"R-DRE-9013149"	"ARHGAP32B"	"RAC1 GTPase cycle"
"R-DRE-9013404"	"ARHGAP32B"	"RAC2 GTPase cycle"
"R-DRE-9013405"	"ARHGAP32B"	"RHOD GTPase cycle"
"R-DRE-9013406"	"ARHGAP32B"	"RHOQ GTPase cycle"
"R-DRE-9013408"	"ARHGAP32B"	"RHOG GTPase cycle"
"R-DRE-9013409"	"ARHGAP32B"	"RHOJ GTPase cycle"
"R-DRE-9013423"	"ARHGAP32B"	"RAC3 GTPase cycle"
"R-DRE-9035034"	"ARHGAP32B"	"RHOF GTPase cycle"
"R-DRE-156827"	"EIF1AXA"	"L13a-mediated translational silencing of Ceruloplasmin expression"
"R-DRE-72649"	"EIF1AXA"	"Translation initiation complex formation"
"R-DRE-72689"	"EIF1AXA"	"Formation of a pool of free 40S subunits"
"R-DRE-72695"	"EIF1AXA"	"Formation of the ternary complex, and subsequently, the 43S complex"
"R-DRE-72702"	"EIF1AXA"	"Ribosomal scanning and start codon recognition"
"R-DRE-72706"	"EIF1AXA"	"GTP hydrolysis and joining of the 60S ribosomal subunit"
"R-DRE-5696394"	"COPS5"	"DNA Damage Recognition in GG-NER"
"R-DRE-6781823"	"COPS5"	"Formation of TC-NER Pre-Incision Complex"
"R-DRE-8856825"	"COPS5"	"Cargo recognition for clathrin-mediated endocytosis"
"R-DRE-8951664"	"COPS5"	"Neddylation"
"R-DRE-189451"	"FLVCR1"	"Heme biosynthesis"
"R-DRE-917937"	"FLVCR1"	"Iron uptake and transport"
"R-DRE-76061"	"CRCP"	"RNA Polymerase III Transcription Initiation From Type 1 Promoter"
"R-DRE-76066"	"CRCP"	"RNA Polymerase III Transcription Initiation From Type 2 Promoter"
"R-DRE-76071"	"CRCP"	"RNA Polymerase III Transcription Initiation From Type 3 Promoter"
"R-DRE-8951664"	"UBXN7"	"Neddylation"
"R-DRE-141444"	"MAPRE1B"	"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"
"R-DRE-2467813"	"MAPRE1B"	"Separation of Sister Chromatids"
"R-DRE-2500257"	"MAPRE1B"	"Resolution of Sister Chromatid Cohesion"
"R-DRE-2565942"	"MAPRE1B"	"Regulation of PLK1 Activity at G2/M Transition"
"R-DRE-380259"	"MAPRE1B"	"Loss of Nlp from mitotic centrosomes"
"R-DRE-380270"	"MAPRE1B"	"Recruitment of mitotic centrosome proteins and complexes"
"R-DRE-380284"	"MAPRE1B"	"Loss of proteins required for interphase microtubule organization from the centrosome"
"R-DRE-380320"	"MAPRE1B"	"Recruitment of NuMA to mitotic centrosomes"
"R-DRE-5620912"	"MAPRE1B"	"Anchoring of the basal body to the plasma membrane"
"R-DRE-5663220"	"MAPRE1B"	"RHO GTPases Activate Formins"
"R-DRE-8854518"	"MAPRE1B"	"AURKA Activation by TPX2"
"R-DRE-9648025"	"MAPRE1B"	"EML4 and NUDC in mitotic spindle formation"
"R-DRE-2132295"	"CTSH"	"MHC class II antigen presentation"
"R-DRE-5683826"	"CTSH"	"Surfactant metabolism"
"R-DRE-6798695"	"CTSH"	"Neutrophil degranulation"
"R-DRE-156584"	"IMPAD1"	"Cytosolic sulfonation of small molecules"
"R-DRE-429947"	"CNOT1"	"Deadenylation of mRNA"
"R-DRE-6804115"	"CNOT1"	"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain"
"R-DRE-6798695"	"COMMD3"	"Neutrophil degranulation"
"R-DRE-8951664"	"COMMD3"	"Neddylation"
"R-DRE-113418"	"POLR2K"	"Formation of the Early Elongation Complex"
"R-DRE-5250924"	"POLR2K"	"B-WICH complex positively regulates rRNA expression"
"R-DRE-5578749"	"POLR2K"	"Transcriptional regulation by small RNAs"
"R-DRE-674695"	"POLR2K"	"RNA Polymerase II Pre-transcription Events"
"R-DRE-6781823"	"POLR2K"	"Formation of TC-NER Pre-Incision Complex"
"R-DRE-6782135"	"POLR2K"	"Dual incision in TC-NER"
"R-DRE-6782210"	"POLR2K"	"Gap-filling DNA repair synthesis and ligation in TC-NER"
"R-DRE-6796648"	"POLR2K"	"TP53 Regulates Transcription of DNA Repair Genes"
"R-DRE-6803529"	"POLR2K"	"FGFR2 alternative splicing"
"R-DRE-6807505"	"POLR2K"	"RNA polymerase II transcribes snRNA genes"
"R-DRE-72086"	"POLR2K"	"mRNA Capping"
"R-DRE-72163"	"POLR2K"	"mRNA Splicing - Major Pathway"
"R-DRE-72165"	"POLR2K"	"mRNA Splicing - Minor Pathway"
"R-DRE-72203"	"POLR2K"	"Processing of Capped Intron-Containing Pre-mRNA"
"R-DRE-73762"	"POLR2K"	"RNA Polymerase I Transcription Initiation"
"R-DRE-73772"	"POLR2K"	"RNA Polymerase I Promoter Escape"
"R-DRE-73776"	"POLR2K"	"RNA Polymerase II Promoter Escape"
"R-DRE-73779"	"POLR2K"	"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
"R-DRE-73863"	"POLR2K"	"RNA Polymerase I Transcription Termination"
"R-DRE-75953"	"POLR2K"	"RNA Polymerase II Transcription Initiation"
"R-DRE-75955"	"POLR2K"	"RNA Polymerase II Transcription Elongation"
"R-DRE-76042"	"POLR2K"	"RNA Polymerase II Transcription Initiation And Promoter Clearance"
"R-DRE-76061"	"POLR2K"	"RNA Polymerase III Transcription Initiation From Type 1 Promoter"
"R-DRE-76066"	"POLR2K"	"RNA Polymerase III Transcription Initiation From Type 2 Promoter"
"R-DRE-76071"	"POLR2K"	"RNA Polymerase III Transcription Initiation From Type 3 Promoter"
"R-DRE-77075"	"POLR2K"	"RNA Pol II CTD phosphorylation and interaction with CE"
"R-DRE-9018519"	"POLR2K"	"Estrogen-dependent gene expression"
"R-DRE-499943"	"NME3"	"Interconversion of nucleotide di- and triphosphates"
"R-DRE-141444"	"CLASP2"	"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"
"R-DRE-2467813"	"CLASP2"	"Separation of Sister Chromatids"
"R-DRE-2500257"	"CLASP2"	"Resolution of Sister Chromatid Cohesion"
"R-DRE-5663220"	"CLASP2"	"RHO GTPases Activate Formins"
"R-DRE-9648025"	"CLASP2"	"EML4 and NUDC in mitotic spindle formation"
"R-DRE-76061"	"GTF3C6"	"RNA Polymerase III Transcription Initiation From Type 1 Promoter"
"R-DRE-76066"	"GTF3C6"	"RNA Polymerase III Transcription Initiation From Type 2 Promoter"
"R-DRE-166208"	"FKBP1AA"	"mTORC1-mediated signalling"
"R-DRE-2025928"	"FKBP1AA"	"Calcineurin activates NFAT"
"R-DRE-2173789"	"FKBP1AA"	"TGF-beta receptor signaling activates SMADs"
"R-DRE-189451"	"ALAS2"	"Heme biosynthesis"
"R-DRE-193648"	"ARHGEF1B"	"NRAGE signals death through JNK"
"R-DRE-416482"	"ARHGEF1B"	"G alpha (12/13) signalling events"
"R-DRE-8980692"	"ARHGEF1B"	"RHOA GTPase cycle"
"R-DRE-9013106"	"ARHGEF1B"	"RHOC GTPase cycle"
"R-DRE-2565942"	"DCTN3"	"Regulation of PLK1 Activity at G2/M Transition"
"R-DRE-3371497"	"DCTN3"	"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand"
"R-DRE-380259"	"DCTN3"	"Loss of Nlp from mitotic centrosomes"
"R-DRE-380270"	"DCTN3"	"Recruitment of mitotic centrosome proteins and complexes"
"R-DRE-380284"	"DCTN3"	"Loss of proteins required for interphase microtubule organization from the centrosome"
"R-DRE-380320"	"DCTN3"	"Recruitment of NuMA to mitotic centrosomes"
"R-DRE-5620912"	"DCTN3"	"Anchoring of the basal body to the plasma membrane"
"R-DRE-6807878"	"DCTN3"	"COPI-mediated anterograde transport"
"R-DRE-8854518"	"DCTN3"	"AURKA Activation by TPX2"
"R-DRE-2173796"	"SP8A"	"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription"
"R-DRE-3232118"	"SP8A"	"SUMOylation of transcription factors"
"R-DRE-6807505"	"SP8A"	"RNA polymerase II transcribes snRNA genes"
"R-DRE-9018519"	"SP8A"	"Estrogen-dependent gene expression"
"R-DRE-1442490"	"COL4A2"	"Collagen degradation"
"R-DRE-1474244"	"COL4A2"	"Extracellular matrix organization"
"R-DRE-1650814"	"COL4A2"	"Collagen biosynthesis and modifying enzymes"
"R-DRE-2022090"	"COL4A2"	"Assembly of collagen fibrils and other multimeric structures"
"R-DRE-216083"	"COL4A2"	"Integrin cell surface interactions"
"R-DRE-2243919"	"COL4A2"	"Crosslinking of collagen fibrils"
"R-DRE-3000157"	"COL4A2"	"Laminin interactions"
"R-DRE-3000171"	"COL4A2"	"Non-integrin membrane-ECM interactions"
"R-DRE-6799198"	"NDUFAF2"	"Complex I biogenesis"
"R-DRE-8850843"	"ENTPD1"	"Phosphate bond hydrolysis by NTPDase proteins"
"R-DRE-381426"	"FUCA2"	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"
"R-DRE-6798695"	"FUCA2"	"Neutrophil degranulation"
"R-DRE-8957275"	"FUCA2"	"Post-translational protein phosphorylation"
"R-DRE-75876"	"HACD4"	"Synthesis of very long-chain fatty acyl-CoAs"
"R-DRE-5389840"	"MRPS18B"	"Mitochondrial translation elongation"
"R-DRE-5419276"	"MRPS18B"	"Mitochondrial translation termination"
"R-DRE-6791226"	"EMG1"	"Major pathway of rRNA processing in the nucleolus and cytosol"
"R-DRE-390522"	"VMHCL"	"Striated Muscle Contraction"
"R-DRE-5658442"	"RASAL2"	"Regulation of RAS by GAPs"
"R-DRE-9696264"	"RASAL2"	"RND3 GTPase cycle"
"R-DRE-9696273"	"RASAL2"	"RND1 GTPase cycle"
"R-DRE-110381"	"XRCC1"	"Resolution of AP sites via the single-nucleotide replacement pathway"
"R-DRE-5649702"	"XRCC1"	"APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway"
"R-DRE-5685939"	"XRCC1"	"HDR through MMEJ (alt-NHEJ)"
"R-DRE-6782210"	"XRCC1"	"Gap-filling DNA repair synthesis and ligation in TC-NER"
"R-DRE-3214842"	"KDM7AB"	"HDMs demethylate histones"
"R-DRE-1483148"	"CDS2"	"Synthesis of PG"
"R-DRE-2029482"	"ARPC5B"	"Regulation of actin dynamics for phagocytic cup formation"
"R-DRE-3928662"	"ARPC5B"	"EPHB-mediated forward signaling"
"R-DRE-5663213"	"ARPC5B"	"RHO GTPases Activate WASPs and WAVEs"
"R-DRE-6798695"	"ARPC5B"	"Neutrophil degranulation"
"R-DRE-8856828"	"ARPC5B"	"Clathrin-mediated endocytosis"
"R-DRE-2559584"	"HMGA1A"	"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"
"R-DRE-525793"	"MEF2AA"	"Myogenesis"
"R-DRE-1169408"	"EIF4A2"	"ISG15 antiviral mechanism"
"R-DRE-156827"	"EIF4A2"	"L13a-mediated translational silencing of Ceruloplasmin expression"
"R-DRE-429947"	"EIF4A2"	"Deadenylation of mRNA"
"R-DRE-72649"	"EIF4A2"	"Translation initiation complex formation"
"R-DRE-72662"	"EIF4A2"	"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"
"R-DRE-72702"	"EIF4A2"	"Ribosomal scanning and start codon recognition"
"R-DRE-72706"	"EIF4A2"	"GTP hydrolysis and joining of the 60S ribosomal subunit"
"R-DRE-3108214"	"SMC5"	"SUMOylation of DNA damage response and repair proteins"
"R-DRE-9634600"	"PFKFB4B"	"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism"
"R-DRE-9013148"	"CDC42BPB"	"CDC42 GTPase cycle"
"R-DRE-9013406"	"CDC42BPB"	"RHOQ GTPase cycle"
"R-DRE-9013409"	"CDC42BPB"	"RHOJ GTPase cycle"
"R-DRE-193048"	"SRD5A3"	"Androgen biosynthesis"
"R-DRE-446199"	"SRD5A3"	"Synthesis of Dolichyl-phosphate"
"R-DRE-3065679"	"SENP2"	"SUMO is proteolytically processed"
"R-DRE-187577"	"CDKN1BB"	"SCF(Skp2)-mediated degradation of p27/p21"
"R-DRE-198323"	"CDKN1BB"	"AKT phosphorylates targets in the cytosol"
"R-DRE-2559582"	"CDKN1BB"	"Senescence-Associated Secretory Phenotype (SASP)"
"R-DRE-2559586"	"CDKN1BB"	"DNA Damage/Telomere Stress Induced Senescence"
"R-DRE-6804116"	"CDKN1BB"	"TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest"
"R-DRE-69202"	"CDKN1BB"	"Cyclin E associated events during G1/S transition "
"R-DRE-69231"	"CDKN1BB"	"Cyclin D associated events in G1"
"R-DRE-69563"	"CDKN1BB"	"p53-Dependent G1 DNA Damage Response"
"R-DRE-69656"	"CDKN1BB"	"Cyclin A:Cdk2-associated events at S phase entry"
"R-DRE-8849470"	"CDKN1BB"	"PTK6 Regulates Cell Cycle"
"R-DRE-9634638"	"CDKN1BB"	"Estrogen-dependent nuclear events downstream of ESR-membrane signaling"
"R-DRE-1234158"	"HIF1AL"	"Regulation of gene expression by Hypoxia-inducible Factor"
"R-DRE-1234176"	"HIF1AL"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"
"R-DRE-8951664"	"HIF1AL"	"Neddylation"
"R-DRE-6804757"	"CCNG1"	"Regulation of TP53 Degradation"
"R-DRE-5250924"	"ZNRD1"	"B-WICH complex positively regulates rRNA expression"
"R-DRE-73762"	"ZNRD1"	"RNA Polymerase I Transcription Initiation"
"R-DRE-73772"	"ZNRD1"	"RNA Polymerase I Promoter Escape"
"R-DRE-73863"	"ZNRD1"	"RNA Polymerase I Transcription Termination"
"R-DRE-5610787"	"GLI2A"	"Hedgehog 'off' state"
"R-DRE-5632684"	"GLI2A"	"Hedgehog 'on' state"
"R-DRE-2682334"	"EPHA4L"	"EPH-Ephrin signaling"
"R-DRE-3928663"	"EPHA4L"	"EPHA-mediated growth cone collapse"
"R-DRE-3928665"	"EPHA4L"	"EPH-ephrin mediated repulsion of cells"
"R-DRE-9013149"	"EPHA4L"	"RAC1 GTPase cycle"
"R-DRE-9013404"	"EPHA4L"	"RAC2 GTPase cycle"
"R-DRE-9013408"	"EPHA4L"	"RHOG GTPase cycle"
"R-DRE-9013420"	"EPHA4L"	"RHOU GTPase cycle"
"R-DRE-9013423"	"EPHA4L"	"RAC3 GTPase cycle"
"R-DRE-9013424"	"EPHA4L"	"RHOV GTPase cycle"
"R-DRE-9696264"	"EPHA4L"	"RND3 GTPase cycle"
"R-DRE-9696270"	"EPHA4L"	"RND2 GTPase cycle"
"R-DRE-9696273"	"EPHA4L"	"RND1 GTPase cycle"
"R-DRE-5687128"	"CDC14B"	"MAPK6/MAPK4 signaling"
"R-DRE-6781823"	"ERCC8"	"Formation of TC-NER Pre-Incision Complex"
"R-DRE-6782135"	"ERCC8"	"Dual incision in TC-NER"
"R-DRE-6782210"	"ERCC8"	"Gap-filling DNA repair synthesis and ligation in TC-NER"
"R-DRE-8951664"	"ERCC8"	"Neddylation"
"R-DRE-159236"	"DDX39B"	"Transport of Mature mRNA derived from an Intron-Containing Transcript"
"R-DRE-72187"	"DDX39B"	"mRNA 3'-end processing"
"R-DRE-9013418"	"DDX39B"	"RHOBTB2 GTPase cycle"
"R-DRE-5389840"	"MRPS34"	"Mitochondrial translation elongation"
"R-DRE-5419276"	"MRPS34"	"Mitochondrial translation termination"
"R-DRE-74217"	"HPRT1"	"Purine salvage"
"R-DRE-163210"	"ATP5D"	"Formation of ATP by chemiosmotic coupling"
"R-DRE-8949613"	"ATP5D"	"Cristae formation"
"R-DRE-5578775"	"ATP1A2A"	"Ion homeostasis"
"R-DRE-936837"	"ATP1A2A"	"Ion transport by P-type ATPases"
"R-DRE-5389840"	"MRPS7"	"Mitochondrial translation elongation"
"R-DRE-5419276"	"MRPS7"	"Mitochondrial translation termination"
